,Close Price
202,-0.0042065765919154785
203,0.006464003355601378
204,0.023061831664159094
205,0.024485027623182276
206,0.03862599787359322
207,-0.004129386329189799
208,-0.0011150192169155915
209,-0.012673543289726474
210,-0.026860837872757948
211,-0.02389751564386522
212,-0.024572472387767164
213,-0.012711297647983066
214,0.012196938941691826
215,0.04140652466841299
216,0.03918725866015915
217,0.03824347830734531
218,0.05119020931670448
219,0.04134512420270031
220,0.029124089851257473
221,0.008173685673188658
222,0.023199056541784557
223,0.03562915954559198
224,0.04588638484639063
225,0.04978689312210971
226,0.05584389926824418
227,0.02247809667254419
228,0.028930086355888562
229,0.04015953443342202
230,0.015205148764219523
231,-0.0036363694158438875
232,-0.0053458578663763134
233,-0.008083613056768968
234,0.01405838112570823
235,0.009610506799285545
236,-0.013506633079453323
237,-0.024460450486891716
238,-0.02787883967023852
239,-0.05913769473112929
240,-0.04681902315788289
241,-0.03583144199216903
242,-0.022897571240735104
243,-0.04111900782243261
244,-0.024860532922016176
245,-0.04500534648228616
246,0.0027065041017246827
247,0.011657672799882945
248,0.01361098721543641
